style_cd,style_category,style_description,diamond_wt,metal_typ,metal_wt,metal_amt,diamond_qty,diamond_qlty,total_diamond_wt,cstone_qty,cstone_wt,cstone_shape,metal_color,metal_size,gender,ring_type,chain_type,is_set,combined_text,earring_type,stud_subtype,setting,diameter,hoop_subtype,collection,image_url,original_row_count,hash,visual_id,unsure,source
B260214KW-56,BRACELET,1 CTW STRAIGHT BRACLET,0.9964,14KT,7.44,542.6,106,PROMO I3,0.9964,0,0,,W,7,LADIES,,,FALSE,1 CTW STRAIGHT BRACLET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B260214KW-56.jpg,1,,,TRUE,SUMIT
B260510KW-ZO,BRACELET,5 CTW CLUSTER TENNIS BRACELET,4.95,10KT,13.21,745.03,210,,4.95,0,0,,W,7,LADIES,,,FALSE,5 CTW CLUSTER TENNIS BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B260510KW-ZO.jpg,4,,,TRUE,SUMIT
B2606SSBLK-DF,BRACELET,1/3 CTW MENS BRACELET,0.33,SILV,22.91,28.64,72,BLKI2I3,0.33,0,0,,W,9,GENTS,,,FALSE,1/3 CTW MENS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2606SSBLK-DF.jpg,12,cea4b14b6fb4904b,cea4b14b6fb4904b,FALSE,SUMIT
B2608SSYV-KO-S,BRACELET,0.03 CTW MENS BRACELET,0.03,SILV,21,24.36,1,I I3,0.03,0,0,,YV,9,GENTS,,,FALSE,0.03 CTW MENS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2608SSYV-KO-S.jpg,4,,bracelets/B2608SSYV-KO-S.jpg,FALSE,SUMIT
B2609SSBLK-DF,BRACELET,1/4 CTW BLACK MENS BRACELET,0.2496,SILV,19.94,27.92,33,BLKI3,0.2496,0,0,,W,9,GENTS,,,FALSE,1/4 CTW BLACK MENS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2609SSBLK-DF.jpg,18,cea4b14b6fb4904b,cea4b14b6fb4904b,FALSE,SUMIT
B261218KW-42,BRACELET,11 CTW EC/RD VERTICAL TENNIS BRACELET,11.0636,18KT,29.84,3078.29,136,I I1,11.0636,0,0,ROUND,W,7.25,LADIES,,,FALSE,11 CTW EC/RD VERTICAL TENNIS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B261218KW-42.jpg,1,ee4c91316ecee431,ee4c91316ecee431,FALSE,SUMIT
B261414KW8.4-42-S,BRACELET,12CTW CUSHION SHAPED COMPOSITE BRACELET,12,14KT,19.58,1573.9,390,II1,12,0,0,CUSHION,W,8.4,LADIES,,,FALSE,12CTW CUSHION SHAPED COMPOSITE BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B261414KW8.4-42-S.jpg,9,,bracelets/B261414KW8.4-42-S.jpg,FALSE,SUMIT
B261514KY-DF,BRACELET,5 CTW CUSSHION SHAPED COMPOSITE BRACELET,4.9962,14KT,14.03,1125.63,429,HII2,4.9962,0,0,,Y,7,LADIES,,,FALSE,5 CTW CUSSHION SHAPED COMPOSITE BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B261514KY-DF.jpg,4,bff2e0090f7678c0,bff2e0090f7678c0,FALSE,SUMIT
B261614KY-DF,BRACELET,3 CTW CUSSHION SHAPED COMPOSITE BRACELET,2.99,14KT,11.96,872.24,414,HII2,2.99,0,0,,Y,7,LADIES,,,FALSE,3 CTW CUSSHION SHAPED COMPOSITE BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B261614KY-DF.jpg,4,,bracelets/B261614KY-DF.jpg,FALSE,SUMIT
B261814KW-MA,BRACELET,10 CTW BUTTERCUP BRACELET IGI CERT LK,9.99,14KT,16.01,1284.48,30,HI1I2,9.99,0,0,,W,7,LADIES,,,FALSE,10 CTW BUTTERCUP BRACELET IGI CERT LK,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B261814KW-MA.jpg,2,,,TRUE,SUMIT
B262014KW8-42-S,BRACELET,2 7/8 CTW MQ TENNIS BRACELET,2.8,14KT,10.78,864.88,40,II1,2.8,0,0,MARQUISE,W,8,LADIES,,,FALSE,2 7/8 CTW MQ TENNIS BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B262014KW8-42-S.jpg,4,,,TRUE,SUMIT
B262114KW-BB,BRACELET,4 CTW EMR TENNIS BRACELET,4,14KT,12.87,1032.56,40,II1,4,0,0,EMERALD,W,7,LADIES,,,FALSE,4 CTW EMR TENNIS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B262114KW-BB.jpg,4,,bracelets/B262114KW-BB.jpg,FALSE,SUMIT
B262414KW-44,BRACELET,3 CTW MQ TENNIS BRACELET EF,3,14KT,13.82,1108.78,60,ISI2,3,0,0,MARQUISE,W,7,LADIES,,,FALSE,3 CTW MQ TENNIS BRACELET EF,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B262414KW-44.jpg,5,,,TRUE,SUMIT
B2625SS-24,BRACELET,1/2 CTW MIRACLE PLATE BUTTER TENNIS B CB,0.53,SILV,8.81,10.22,50,IJI3,0.53,0,0,,W,7,LADIES,,,FALSE,1/2 CTW MIRACLE PLATE BUTTER TENNIS B CB,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2625SS-24.jpg,5,,,TRUE,SUMIT
B2625SS8.5-20-S,BRACELET,7/8 CTW 8INCHES MIRACLE PLATE BUTTERCUP,0.61,SILV,9.5,11.88,61,I I3,0.61,0,0,,W,8.5,LADIES,,,FALSE,7/8 CTW 8INCHES MIRACLE PLATE BUTTERCUP,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2625SS8.5-20-S.jpg,4,,,TRUE,SUMIT
B262610KW75-36-S,BRACELET,5 CTW ROUND HALO BRACELET,4.959,10KT,15.61,878.37,598,IJ I2I3,4.959,0,0,ROUND,W,7.5,LADIES,,,FALSE,5 CTW ROUND HALO BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B262610KW75-36-S.jpg,1,,,TRUE,SUMIT
B262714KW-DF,BRACELET,5 CTW CUSHION HALO BRACELET,4.994,14KT,17.99,1312.01,638,HII2,4.994,0,0,CUSHION,W,7,LADIES,,,FALSE,5 CTW CUSHION HALO BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B262714KW-DF.jpg,10,eb92946d6b92c42d,eb92946d6b92c42d,FALSE,SUMIT
B262910KW-ZA,BRACELET,10 CTW PRESSURE HALO BRACELET KM,10.01,10KT,12.6,577.58,325,II3,10.01,0,0,,W,7,LADIES,,,FALSE,10 CTW PRESSURE HALO BRACELET KM,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B262910KW-ZA.jpg,2,,bracelets/B262910KW-ZA.jpg,FALSE,SUMIT
B263210KY-48,BRACELET,2 CTW MEN'S CUBAN LINK BRACELET,2.0292,10KT,16.85,888.84,228,I I2,2.0292,0,0,,Y,9,LADIES,,CUBAN LINK CHAIN,FALSE,2 CTW MEN'S CUBAN LINK BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B263210KY-48.jpg,15,cc04b3f94c06b3f9,cc04b3f94c06b3f9,FALSE,SUMIT
B2632SS-48,BRACELET,2 CTW MEN'S CUBAN LINK BRACELET,2.0292,SILV,15.18,27.15,228,I I2,2.0292,0,0,,W,9,LADIES,,CUBAN LINK CHAIN,FALSE,2 CTW MEN'S CUBAN LINK BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2632SS-48.jpg,1,,bracelets/B2632SS-48.jpg,FALSE,SUMIT
B2633,BRACELET,1/4 CTW MIRACLE PLATE BUTTERCUP TENNIS B,0.25,SILV,10.1,13.53,50,,0.25,0,0,,W,7,LADIES,,,FALSE,1/4 CTW MIRACLE PLATE BUTTERCUP TENNIS B,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2633.jpg,1,,bracelets/B2633.jpg,FALSE,SUMIT
B2633SS-24,BRACELET,1/4 CTW MIRACLE PLATE BUTTER TENNIS B CB,0.2704,SILV,10.1,12.92,52,IJI3,0.2704,0,0,,W,7,LADIES,,,FALSE,1/4 CTW MIRACLE PLATE BUTTER TENNIS B CB,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2633SS-24.jpg,3,,,TRUE,SUMIT
B263410KW-STO,BRACELET,7 CTW BUTTERCUP TENNIS BRACELET LP,6.972,10KT,11.33,519.37,37,I I2,6.972,0,0,,W,7,LADIES,,,FALSE,7 CTW BUTTERCUP TENNIS BRACELET LP,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B263410KW-STO.jpg,2,,,TRUE,SUMIT
B263714KW-DF,BRACELET,10CTW CUSSHION SHAPED COMPOSITE BRACELET,9.9959,14KT,17.17,1252.21,513,HII2,9.9959,0,0,,W,7.33,LADIES,,,FALSE,10CTW CUSSHION SHAPED COMPOSITE BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B263714KW-DF.jpg,6,fac29eb0a72da903,fac29eb0a72da903,FALSE,SUMIT
B264410KW-STK-S,BRACELET,1/3 CTW MQ SHAPE CLUSTER BRACELET IR,0.3366,10KT,2.08,105.35,75,,0.3366,0,0,MARQUISE,W,7,LADIES,,,FALSE,1/3 CTW MQ SHAPE CLUSTER BRACELET IR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B264410KW-STK-S.jpg,1,,,TRUE,SUMIT
B264818KW-24,BRACELET,5 CTW TENNIS BRACELET GSI CERT CB,5.0124,18KT,11.77,811.66,293,I SI2,5.0124,0,0,,W,7,LADIES,,,FALSE,5 CTW TENNIS BRACELET GSI CERT CB,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B264818KW-24.jpg,2,,,TRUE,SUMIT
B264914KY-44,BRACELET,4 CTW OVAL BRACELET EF,4,14KT,8.01,628.79,40,ISI2,4,0,0,OVAL,Y,7,LADIES,,,FALSE,4 CTW OVAL BRACELET EF 1/10X40 OVAL,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B264914KY-44.jpg,1,,,TRUE,SUMIT
B2661SS,BRACELET,3/8 CTW ARROW BOLO BRACELET,0.38,SILV,2.32,8.02,36,IJI3,0.38,0,0,,W,9.5,LADIES,,,FALSE,3/8 CTW ARROW BOLO BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2661SS.jpg,2,b3339cce4ad3e144,b3339cce4ad3e144,FALSE,SUMIT
B2662SS-AA-S,BRACELET,1/2 CTW EYE BOLO BRACELET,0.5,SILV,1.77,7.3,33,IJI3,0.5,0,0,,W,9.5,LADIES,,,FALSE,1/2 CTW EYE BOLO BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2662SS-AA-S.jpg,2,b32ccc320accf373,b32ccc320accf373,FALSE,SUMIT
B2664SS-AA-S,BRACELET,1/4 CTW CROSS BOLO BRACELET,0.246,SILV,2.76,8.59,30,JI3,0.246,0,0,,W,9.5,LADIES,,,FALSE,1/4 CTW CROSS BOLO BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2664SS-AA-S.jpg,2,,bracelets/B2664SS-AA-S.jpg,FALSE,SUMIT
B2665SS-AA-S,BRACELET,1/4 CTW BOLO BRACELET,0.252,SILV,0.88,6.14,12,JI3,0.252,0,0,,W,9.5,LADIES,,,FALSE,1/4 CTW BOLO BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2665SS-AA-S.jpg,1,,,TRUE,SUMIT
B2666SS-AA-S,BRACELET,1/2 CTW BOLO BRACELET,0.5,SILV,3.42,9.45,82,JI3,0.5,0,0,,W,9.5,LADIES,,,FALSE,1/2 CTW BOLO BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2666SS-AA-S.jpg,3,b333944cce816bcb,b333944cce816bcb,FALSE,SUMIT
B2669SSYV-AA-S,BRACELET,1/2 CTW BRACELET,0.501,SILV,10,11.6,30,IJI3,0.501,0,0,,YV,7.5,LADIES,,,FALSE,1/2 CTW BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2669SSYV-AA-S.jpg,3,,,TRUE,SUMIT
B2670SSYV-AA-S,BRACELET,1/4 CTW BRACELET,0.24,SILV,8.8,10.21,36,JI3,0.24,0,0,,YV,7.5,LADIES,,,FALSE,1/4 CTW BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2670SSYV-AA-S.jpg,1,,,TRUE,SUMIT
B2676SS-STK-S,BRACELET,1/10 CTTW HEART BRACELET IR,0.108,SILV,8.53,9.89,36,II3,0.108,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2676SS-STK-S.jpg,1,8ac0bdcf300db27d,8ac0bdcf300db27d,FALSE,SUMIT
B2677SS-STK-S,BRACELET,1/10 CTTW HEART BRACELET IR,0.105,SILV,6.25,7.25,35,II3,0.105,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2677SS-STK-S.jpg,1,,bracelets/B2677SS-STK-S.jpg,FALSE,SUMIT
B267814KW-44,BRACELET,3 1/3 CTTW EMR PC MQ DIA BRACELET EF,3.332,14KT,6.97,545.35,28,ISI2,3.332,0,0,"EMERALD, PRINCESS, MARQUISE",W,7,LADIES,,,FALSE,3 1/3 CTTW EMR PC MQ DIA BRACELET EF,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B267814KW-44.jpg,1,,,TRUE,SUMIT
B267914KY-42,BRACELET,1 1/3 CTTW ROUND DIA BRACELET LB,1.32,14KT,7.53,604.13,33,I I1,1.32,0,0,ROUND,Y,7,LADIES,,,FALSE,1 1/3 CTTW ROUND DIA BRACELET LB,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B267914KY-42.jpg,11,,bracelets/B267914KY-42.jpg,FALSE,SUMIT
B268314KW-44,BRACELET,2 5/8 CTTW RD MQ DIA BRACELET EF,2.691,14KT,6.71,538.34,45,ISI2,2.691,0,0,"ROUND, MARQUISE",W,7,LADIES,,,FALSE,2 5/8 CTTW RD MQ DIA BRACELET EF,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B268314KW-44.jpg,1,,,TRUE,SUMIT
B268514KY-QV-S,BRACELET,2 1/2 CTTW GENTS BRACELET,2.4902,14KT,26.81,1939.94,180,II2,2.4902,0,0,,Y,8.5,GENTS,,,FALSE,2 1/2 CTTW GENTS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B268514KY-QV-S.jpg,5,,bracelets/B268514KY-QV-S.jpg,FALSE,SUMIT
B2686,BRACELET,1/2 CTTW GENTS BRECELET,0.504,SILV,21.44,27.87,60,,0.504,0,0,,W,8.5,GENTS,,,FALSE,1/2 CTTW GENTS BRECELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2686.jpg,10,,bracelets/B2686.jpg,FALSE,SUMIT
B2687SS-QV-S,BRACELET,1/3 CTTW BLK DIA GENTS BRECELET,0.3278,SILV,10.7,19.08,22,I2I3,0.3278,0,0,,W,8.5,GENTS,,,FALSE,1/3 CTTW BLK DIA GENTS BRECELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2687SS-QV-S.jpg,5,,bracelets/B2687SS-QV-S.jpg,FALSE,SUMIT
B268914KW-31,BRACELET,12 CTTW MP DIA ON GALLERY LINE BRACELET,12.0136,14KT,23.6,1709.19,167,JK I2I3,12.0136,0,0,,W,7.25,LADIES,,,FALSE,12 CTTW MP DIA ON GALLERY LINE BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B268914KW-31.jpg,1,b5baca4135beca41,b5baca4135beca41,FALSE,SUMIT
B269110KP-STK-S,BRACELET,1/4 CTTW HEART BRACELET IR,0.2688,10KT,9.98,457.48,66,II3,0.2688,0,0,,P,7,LADIES,,,FALSE,1/4 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B269110KP-STK-S.jpg,12,,bracelets/B269110KP-STK-S.jpg,FALSE,SUMIT
B2691SS-20-S,BRACELET,1/4 CTTW HEART BRACELET KL,0.252,SILV,8.98,13.56,66,JI3,0.252,0,0,,W,7,LADIES,,,FALSE,1/4 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2691SS-20-S.jpg,2,aaee951d7ac0066e,aaee951d7ac0066e,FALSE,SUMIT
B269510KW-STK-S,BRACELET,1 CTTW HEART BRACELET IR,1.008,10KT,13.94,639.01,308,II3,1.008,0,0,,W,7,LADIES,,,FALSE,1 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B269510KW-STK-S.jpg,1,,bracelets/B269510KW-STK-S.jpg,FALSE,SUMIT
B269610KP-STK-S,BRACELET,1 CTTW HEART BRACELET IR,1.026,10KT,8.84,405.23,342,II3,1.026,0,0,,P,7,LADIES,,,FALSE,1 CTTW HEART BRACELET IR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B269610KP-STK-S.jpg,9,,,TRUE,SUMIT
B269810KY-STK-S,BRACELET,1 CTTW HEART BRACELET IR,1.008,10KT,14.45,655.05,336,II3,1.008,0,0,,Y,7,LADIES,,,FALSE,1 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B269810KY-STK-S.jpg,9,,bracelets/B269810KY-STK-S.jpg,FALSE,SUMIT
B2699SS-STK-S,BRACELET,1 CTTW HEART BRACELET IR,1.024,SILV,11.93,13.83,256,II3,1.024,0,0,,W,7,LADIES,,,FALSE,1 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2699SS-STK-S.jpg,1,,bracelets/B2699SS-STK-S.jpg,FALSE,SUMIT
B270010KY-STK-S,BRACELET,1 CTTW HEART BRACELET IR,1.0224,10KT,9.14,418.98,204,II3,1.0224,0,0,,Y,7,LADIES,,,FALSE,1 CTTW HEART BRACELET IR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B270010KY-STK-S.jpg,9,,,TRUE,SUMIT
B2703SS-20-S,BRACELET,1/4 CTTW HEART BRACELET KL,0.252,SILV,6.02,8.37,75,JI3,0.252,0,0,,W,7,LADIES,,,FALSE,1/4 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2703SS-20-S.jpg,3,,bracelets/B2703SS-20-S.jpg,FALSE,SUMIT
B2706SS-20-S,BRACELET,1/10 CTTW HEART BRACELET KL,0.1,SILV,9.07,14.38,16,IJI3,0.1,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2706SS-20-S.jpg,4,,bracelets/B2706SS-20-S.jpg,FALSE,SUMIT
B2707SS-20-S,BRACELET,1/10 CTTW HEART BRACELET KL,0.1,SILV,13.45,18.82,25,IJI3,0.1,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2707SS-20-S.jpg,3,,bracelets/B2707SS-20-S.jpg,FALSE,SUMIT
B2707SS-STK,BRACELET,1/10 CTTW HEART BRACELET KL,0.1,SILV,13.36,18.35,25,,0.1,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2707SS-STK.jpg,6,,bracelets/B2707SS-STK.jpg,FALSE,SUMIT
B2708SS-STK-S,BRACELET,1/10 CTTW HEART BRACELET IR,0.099,SILV,11.66,16.34,33,II3,0.099,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2708SS-STK-S.jpg,4,,bracelets/B2708SS-STK-S.jpg,FALSE,SUMIT
B2709SS-STK,BRACELET,1/10 CTTW HEART BRACELET KL,0.108,SILV,10.72,17.04,36,I12,0.108,0,0,,W,7,LADIES,,,FALSE,1/10 CTTW HEART BRACELET KL,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2709SS-STK.jpg,1,,,TRUE,SUMIT
B271010KP-STK,BRACELET,1/4 CTTW HEART BRACELET KL,0.256,10KT,10.56,479.94,64,IJI3,0.256,0,0,,P,7,LADIES,,,FALSE,1/4 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B271010KP-STK.jpg,8,fe42ca1ab0a7aca9,fe42ca1ab0a7aca9,FALSE,SUMIT
B2711SS-20-S,BRACELET,1/4 CTTW HEART BRACELET KL,0.252,SILV,11.44,16.13,84,IJI3,0.252,0,0,,W,7,LADIES,,,FALSE,1/4 CTTW HEART BRACELET KL,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2711SS-20-S.jpg,5,,bracelets/B2711SS-20-S.jpg,FALSE,SUMIT
B271310KP-STK-S,BRACELET,1/2 CTTW HEART BRACELET IR,0.4953,10KT,7.87,353.43,78,II3,0.4953,0,0,,P,7,LADIES,,,FALSE,1/2 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B271310KP-STK-S.jpg,1,,bracelets/B271310KP-STK-S.jpg,FALSE,SUMIT
B2713SS-STK-S,BRACELET,1/2 CTTW HEART BRACELET IR,0.4836,SILV,7.1,8.05,78,II3,0.4836,0,0,,W,7,LADIES,,,FALSE,1/2 CTTW HEART BRACELET IR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2713SS-STK-S.jpg,2,,,TRUE,SUMIT
B271410KY-STK-S,BRACELET,1/2 CTTW HEART BRACELET IR,0.504,10KT,10.32,423.47,168,II3,0.504,0,0,,Y,7,LADIES,,,FALSE,1/2 CTTW HEART BRACELET IR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B271410KY-STK-S.jpg,1,,bracelets/B271410KY-STK-S.jpg,FALSE,SUMIT
B2714SS-STK-S,BRACELET,1/2 CTTW HEART BRACELET IR,0.504,SILV,9.3,10.6,168,II3,0.504,0,0,,W,7,LADIES,,,FALSE,1/2 CTTW HEART BRACELET IR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2714SS-STK-S.jpg,1,,,TRUE,SUMIT
B271614KW-42,BRACELET,5 CTTW STRAIGHT LINE GENTS BRACELET,4.9952,14KT,14.16,1119.21,56,I I1I2,4.9952,0,0,,W,8.5,GENTS,,,FALSE,5 CTTW STRAIGHT LINE GENTS BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B271614KW-42.jpg,1,,,TRUE,SUMIT
B2716SSBKBLK-MA,BRACELET,5 CT BLKDIA STRAIGHT LINE GENTS BRACELET,5,SILV,11.26,12.16,56,BLKI2I3,5,0,0,,W,8.5,GENTS,,,FALSE,5 CT BLKDIA STRAIGHT LINE GENTS BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B2716SSBKBLK-MA.jpg,2,,,TRUE,SUMIT
B271814KW-80,BRACELET,7 CTTW STRAIGHT LINE GENTS BRACELET KV,6.999,14KT,16.91,1343.85,52,JKI2,6.999,0,0,,W,8.5,GENTS,,,FALSE,7 CTTW STRAIGHT LINE GENTS BRACELET KV NO OF CASTING 51 LINKS,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B271814KW-80.jpg,6,,bracelets/B271814KW-80.jpg,FALSE,SUMIT
B2718SSBKBLK-22,BRACELET,7 CTTW STRAIGHT LINE GENTS BRACELET SD,7,SILV,13.73,18.86,52,BLKI3,7,0,0,,W,8.5,GENTS,,,FALSE,7 CTTW STRAIGHT LINE GENTS BRACELET SD,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2718SSBKBLK-22.jpg,10,,bracelets/B2718SSBKBLK-22.jpg,FALSE,SUMIT
B271914KW-42,BRACELET,8 CTTW STRAIGHT LINE GENTS BRACELET,8.001,14KT,21.56,1716.92,42,I I1I2,8.001,0,0,,W,8.5,GENTS,,,FALSE,8 CTTW STRAIGHT LINE GENTS BRACELET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B271914KW-42.jpg,1,,,TRUE,SUMIT
B2719SSBKBLK85-42,BRACELET,8 CT BLK DI STRAIGHT LINE GENTS BRACELET,8,SILV,17.06,23.49,42,BLKI2,8,0,0,,W,8.5,GENTS,,,FALSE,8 CT BLK DI STRAIGHT LINE GENTS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B2719SSBKBLK85-42.jpg,2,,bracelets/B2719SSBKBLK85-42.jpg,FALSE,SUMIT
B272014KW-80,BRACELET,9 CTTW STRAIGHT LINE GENTS BRACELET KV,8.9956,14KT,21.11,1680.82,43,JKI2,8.9956,0,0,,W,8.5,GENTS,,,FALSE,9 CTTW STRAIGHT LINE GENTS BRACELET KV NO OF CASTING 42 LINKS,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/bracelets/B272014KW-80.jpg,2,,,TRUE,SUMIT
B272114KW-42,BRACELET,10 CTTW STRAIGHT LINE GENTS BRACELET,10.01,14KT,19.58,1554.06,41,II1I2,10.01,0,0,,W,8.5,GENTS,,,FALSE,10 CTTW STRAIGHT LINE GENTS BRACELET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/bracelets/B272114KW-42.jpg,1,,bracelets/B272114KW-42.jpg,FALSE,SUMIT
