style_cd,style_category,style_description,diamond_wt,metal_typ,metal_wt,metal_amt,diamond_qty,diamond_qlty,total_diamond_wt,cstone_qty,cstone_wt,cstone_shape,metal_color,metal_size,gender,ring_type,chain_type,is_set,combined_text,earring_type,stud_subtype,setting,diameter,hoop_subtype,collection,image_url,original_row_count,hash,visual_id,unsure,source
R9583SS-AA-S,RING,3/8 CTW FAUX MQ RD CTR BRIDAL SET,0.3799,SILV,3.45,3.94,72,,0.3799,0,0.125,"ROUND, MARQUISE",W,7,LADIES,BRIDAL,,TRUE,3/8 CTW FAUX MQ RD CTR BRIDAL SET 1/8 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9583SS-AA-S.jpg,2,,,TRUE,SUMIT
R958510KW-AA-S,RING,1/3 CTR FAUX MQ RD CTR BRIDAL SET,0.3302,10KT,3.16,162.99,61,,0.3302,0,0,"ROUND, MARQUISE",W,0,LADIES,BRIDAL,,TRUE,1/3 CTR FAUX MQ RD CTR BRIDAL SET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R958510KW-AA-S.jpg,4,,,TRUE,SUMIT
R960610KW-AA,RING,1/3 CTW RD CTR W PEAR HALO BRIDAL SET,0.33,10KT,3.33,171.76,56,,0.33,0,0,"PEAR, ROUND",W,7,LADIES,BRIDAL,,TRUE,1/3 CTW RD CTR W PEAR HALO BRIDAL SET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R960610KW-AA.jpg,15,,,TRUE,SUMIT
R960710KW-AA-S,RING,1/3 CTW RD CTR HALO BRIDAL SET,0.33,10KT,3.33,171.76,56,,0.33,0,0,ROUND,W,7,LADIES,BRIDAL,,TRUE,1/3 CTW RD CTR HALO BRIDAL SET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R960710KW-AA-S.jpg,21,,,TRUE,SUMIT
R960814KP-31-S,RING,1/3 CTW RD CTR HALO BRIDAL SET SS,0.3306,14KT,4.33,312.67,63,HI I1I2,0.3306,0,0,ROUND,P,0,LADIES,BRIDAL,,TRUE,1/3 CTW RD CTR HALO BRIDAL SET SS,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R960814KP-31-S.jpg,4,,rings/R960814KP-31-S.jpg,FALSE,SUMIT
R961810KPW-JC,RING,1/4 CTW 2 ROW FAUX STACK BAND,0.25,10KT,2.6,134.11,26,,0.25,0,0,,PW,0,LADIES,,,FALSE,1/4 CTW 2 ROW FAUX STACK BAND,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R961810KPW-JC.jpg,3,,rings/R961810KPW-JC.jpg,FALSE,SUMIT
R961910KW-AA-S,RING,1/3 CTW 3 ROWFAUX STACK BAND,0.334,10KT,4.55,230.41,43,IJI2,0.334,0,0,,W,7,LADIES,,,FALSE,1/3 CTW 3 ROWFAUX STACK BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R961910KW-AA-S.jpg,4,,,TRUE,SUMIT
R9619SSYVCZ,RING,1/3 CTW 3 ROWFAUX STACK BAND,0.334,SILV,4.09,4.74,43,,0.334,0,0,,YV,7,LADIES,,,FALSE,1/3 CTW 3 ROWFAUX STACK BAND,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9619SSYVCZ.jpg,2,,rings/R9619SSYVCZ.jpg,FALSE,SUMIT
R963714KTT-ST,RING,1/2 CTW CUSH HALOBYPAS ENG1/4 CTW CTR TZ,0.501,14KT,3.17,199.01,27,,0.501,0,0,"CUSHION, ROUND",T,7,LADIES,,,FALSE,1/2 CTW CUSH HALOBYPAS ENG1/4 CTW CTR TZ 1/4 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R963714KTT-ST.jpg,2,,,TRUE,SUMIT
R9641SSYVCZ,RING,1/2 CTW RD MP FASH RG,0.498,SILV,3,3.48,41,,0.498,0,0,ROUND,YV,7,LADIES,FASHION,,FALSE,1/2 CTW RD MP FASH RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9641SSYVCZ.jpg,1,,,TRUE,SUMIT
R965114KPW-SB,RING,2 1/2 CTW 2 ROW ROPE DESGN BAND,2.5,14KT,9.5,686,40,,2.5,0,0,,PW,7,LADIES,,ROPE CHAIN,FALSE,2 1/2 CTW 2 ROW ROPE DESGN BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R965114KPW-SB.jpg,1,,,TRUE,SUMIT
R966510KW-AA-S,RING,1 1/2 CTW RD HALO W BG BRIDGE RG,1.5022,10KT,6.8,350.74,97,,1.5022,0,0,"BAGUETTE, ROUND",W,7,LADIES,BRIDAL,,FALSE,1 1/2 CTW RD HALO W BG BRIDGE RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R966510KW-AA-S.jpg,3,,,TRUE,SUMIT
R967310KW,RING,3/8 CTW RD OVAL HALO BRIDAL SET,0.4073,10KT,4.05,205.09,60,IJI3,0.4073,0,0,"OVAL, ROUND",W,0,LADIES,BRIDAL,,TRUE,3/8 CTW RD OVAL HALO BRIDAL SET,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R967310KW.jpg,3,,,TRUE,SUMIT
R969110KY-AA,RING,1 CTW RD AND BG WATERFALL RING,1.0142,10KT,6.5,372.52,80,HI I2,1.0142,0,0,"BAGUETTE, ROUND",Y,0,LADIES,,,FALSE,1 CTW RD AND BG WATERFALL RING,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R969110KY-AA.jpg,1,,,TRUE,SUMIT
R970110KW-AA-S,RING,1/4 CTW 5 STNS W/ HALO BAND,0.25,10KT,1.9,104.58,65,IJI3,0.25,0,0,,W,7,LADIES,,,FALSE,1/4 CTW 5 STNS W/ HALO BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R970110KW-AA-S.jpg,18,,,TRUE,SUMIT
R970210KY-KO,RING,1/4 CTW RD/BG BAND,0.2507,10KT,2.6,134.16,16,HI3,0.2507,0,0,"BAGUETTE, ROUND",Y,7,LADIES,,,FALSE,1/4 CTW RD/BG BAND,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R970210KY-KO.jpg,3,,rings/R970210KY-KO.jpg,FALSE,SUMIT
R970610KY-MA,RING,1 CTW CLSTER GENTS RG,1.0013,10KT,7,361.06,77,,1.0013,0,0,,YV,10,GENTS,,,FALSE,1 CTW CLSTER GENTS RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R970610KY-MA.jpg,3,bbb4c512d20f9b64,bbb4c512d20f9b64,FALSE,SUMIT
R971410KY,RING,2 CTW RD HALO CLSTER GENTS,1.9998,10KT,9.4,484.85,35,,1.9998,0,0,ROUND,Y,10,GENTS,,,FALSE,2 CTW RD HALO CLSTER GENTS,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R971410KY.jpg,1,b8679491c29c9b6e,b8679491c29c9b6e,FALSE,SUMIT
R9714SS-20-S,RING,2 CTW RD HALO CLSTER GENTS TG,1.9998,SILV,12.13,13.83,35,I I3,1.9998,0,0,ROUND,W,10,GENTS,,,FALSE,2 CTW RD HALO CLSTER GENTS TG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9714SS-20-S.jpg,3,,rings/R9714SS-20-S.jpg,FALSE,SUMIT
R971910KY-ST,RING,1 CTW RD AND TP FASH BAND,0.9952,10KT,4.8,198.05,76,I I3,0.9952,0,0,"ROUND, TAPERED BAGUETTE",Y,7,LADIES,FASHION,,FALSE,1 CTW RD AND TP FASH BAND,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R971910KY-ST.jpg,5,fa31259687da9e09,fa31259687da9e09,FALSE,SUMIT
R972010KP-AA,RING,1 CTW RD AND TP FASH BAND,1.0013,10KT,6,343.86,109,IJ23,1.0013,0,0,"ROUND, TAPERED BAGUETTE",P,7,LADIES,FASHION,,FALSE,1 CTW RD AND TP FASH BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R972010KP-AA.jpg,2,,,TRUE,SUMIT
R972914KW-ZO,RING,1 CTW FLOWER ENG RG,1.0003,14KT,4.5,324.95,53,,1.0003,0,0,,W,7,LADIES,ENGAGEMENT,,FALSE,1 CTW FLOWER ENG RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R972914KW-ZO.jpg,3,,rings/R972914KW-ZO.jpg,FALSE,SUMIT
R973214KW-JC,RING,1/2 CTW OVAL SHP ENG RG,0.5002,14KT,3.73,269.34,41,,0.5002,0,0,"OVAL, ROUND",W,7,LADIES,ENGAGEMENT,,FALSE,1/2 CTW OVAL SHP ENG RG 1/4 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R973214KW-JC.jpg,7,,,TRUE,SUMIT
R973414KY-ER-JC,RING,3/4 CTW HEX HALO ENG RING,0.817,14KT,4.21,304,43,,0.817,0,0,ROUND,Y,7,LADIES,ENGAGEMENT,,FALSE,3/4 CTW HEX HALO ENG RING 3/8 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R973414KY-ER-JC.jpg,7,,,TRUE,SUMIT
R973514KW-JC,RING,1 CTW 2ROW RD/BG MILG HALO ENG RG,1.0001,14KT,5.3,382.71,50,,1.0001,0,0,"BAGUETTE, ROUND",W,7,LADIES,ENGAGEMENT,,FALSE,1 CTW 2ROW RD/BG MILG HALO ENG RG 1/3 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R973514KW-JC.jpg,8,,,TRUE,SUMIT
R9740SSCZ,RING,1/2 CTW OVAL CLUSTER BRIDAL SET,0.5015,SILV,3.9,4.52,43,,0.5015,0,0,OVAL,W,7,LADIES,BRIDAL,,TRUE,1/2 CTW OVAL CLUSTER BRIDAL SET,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9740SSCZ.jpg,1,,rings/R9740SSCZ.jpg,FALSE,SUMIT
R975210KTT-ZO,RING,1 CTW RD HALO CLSTER GENTS,1.0047,10KT,8.7,448.75,35,,1.0047,0,0,ROUND,T,10,GENTS,,,FALSE,1 CTW RD HALO CLSTER GENTS,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R975210KTT-ZO.jpg,8,,,TRUE,SUMIT
R9759SS-33-S,RING,1/3 CTW FLOWER FASH RING,0.33,SILV,4.86,5.64,63,IJ I2I3,0.33,0,0,,W,7,LADIES,FASHION,,FALSE,1/3 CTW FLOWER FASH RING,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9759SS-33-S.jpg,5,,,TRUE,SUMIT
R976014KTT-ER-ST,RING,7/8 CTW MILG HALO ENG RING,1.001,14KT,3.65,210.82,35,,1.001,0,0,ROUND,T,0,LADIES,ENGAGEMENT,,FALSE,7/8 CTW MILG HALO ENG RING 1/3 CTW RD CTR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R976014KTT-ER-ST.jpg,2,,rings/R976014KTT-ER-ST.jpg,FALSE,SUMIT
R9766SSYV-JC,RING,1/2 CTW 2 ROWS DIA GENTS,0.5004,SILV,5.75,6.56,12,JKI3,0.5004,0,0,,YV,10.5,GENTS,,,FALSE,1/2 CTW 2 ROWS DIA GENTS,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9766SSYV-JC.jpg,6,,rings/R9766SSYV-JC.jpg,FALSE,SUMIT
R976714KTTR-DF,RING,1 CTW 2 ROW DIA GENTS,0.996,14KT,8.55,623.55,12,IJ23,0.996,0,0,,T,10,GENTS,,,FALSE,1 CTW 2 ROW DIA GENTS,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R976714KTTR-DF.jpg,9,,,TRUE,SUMIT
R9767SSTTR-50,RING,1 CTW 2 ROW DIA GENTS,1,SILV,6.95,7.92,12,JKI3,1,0,0,,T,10.5,GENTS,,,FALSE,1 CTW 2 ROW DIA GENTS,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9767SSTTR-50.jpg,1,fa708597de681a61,fa708597de681a61,FALSE,SUMIT
R976914KW-AA-S,RING,1 CTW 3 STNS ENG RG,1.0402,14KT,3.73,269.34,49,II2,1.0402,0,0.33,,W,7,LADIES,ENGAGEMENT,,FALSE,1 CTW 3 STNS ENG RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R976914KW-AA-S.jpg,2,,rings/R976914KW-AA-S.jpg,FALSE,SUMIT
R977214KW-AA-S,RING,1 CTW 3 STNS ENG RG,1,14KT,2.85,205.8,35,I I2,1,0,0.5,,W,7,LADIES,ENGAGEMENT,,FALSE,1 CTW 3 STNS ENG RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R977214KW-AA-S.jpg,1,,rings/R977214KW-AA-S.jpg,FALSE,SUMIT
R977714KW-C48,RING,5/8 CTW 3 STNS ENG RG,0.6302,14KT,4.19,305.58,15,I I2,0.6302,0,0,,W,0,LADIES,ENGAGEMENT,,FALSE,5/8 CTW 3 STNS ENG RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R977714KW-C48.jpg,8,,,TRUE,SUMIT
R9788SS-JC-S,RING,1/5 CTW CUSH HALO SHP PROMISE RG,0.2058,SILV,1.58,1.8,89,,0.2058,0,0,CUSHION,W,7,LADIES,,,FALSE,1/5 CTW CUSH HALO SHP PROMISE RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9788SS-JC-S.jpg,2,,,TRUE,SUMIT
R9789SS-JC-S,RING,1/4 CTW SQ SHP PROMISE RG,0.268,SILV,3.51,4,92,,0.268,0,0,,W,0,LADIES,,,FALSE,1/4 CTW SQ SHP PROMISE RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9789SS-JC-S.jpg,1,,,TRUE,SUMIT
R9790SS-JC-S,RING,1/6 CTW RD CLSTER PROMISE RG,0.1494,SILV,1.25,1.43,39,,0.1494,0,0,ROUND,W,7,LADIES,,,FALSE,1/6 CTW RD CLSTER PROMISE RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9790SS-JC-S.jpg,2,,,TRUE,SUMIT
R980010KP-AA,RING,1/2 CTW FLOWER BRIDAL RG,0.5,10KT,5.74,328.96,30,,0.5,0,0,ROUND,P,7,LADIES,BRIDAL,,FALSE,1/2 CTW FLOWER BRIDAL RG 1/5 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R980010KP-AA.jpg,2,,,TRUE,SUMIT
R980314KW-24,RING,AB 5/8 CTW BYPASS BRIDAL SET GSI CERT MS,0.622,14KT,4.13,238.55,45,I I2,0.622,0,0,ROUND,W,7,LADIES,BRIDAL,,TRUE,AB 5/8 CTW BYPASS BRIDAL SET GSI CERT MS 1/3 CTW RD CTR,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R980314KW-24.jpg,5,,rings/R980314KW-24.jpg,FALSE,SUMIT
R981314KTT-DF,RING,2 CTW CLUSTER GENTS RG,2,14KT,12.2,889.75,37,IJ23,2,0,0,,T,10,GENTS,,,FALSE,2 CTW CLUSTER GENTS RG,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R981314KTT-DF.jpg,10,,,TRUE,SUMIT
R981810KW-AA,RING,1 CTW CLASSIC W/BAR BRIDAL SET,1.002,10KT,4.89,252.23,31,,1.002,0,0.5,ROUND,W,7,LADIES,BRIDAL,,TRUE,1 CTW CLASSIC W/BAR BRIDAL SET 1/2 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R981810KW-AA.jpg,1,,,TRUE,SUMIT
R982510KY-AA,RING,1/2 CTW RD HALO W/BEADS END RG,0.514,10KT,2.77,142.88,13,,0.514,0,0,ROUND,Y,7,LADIES,,BEAD CHAIN,FALSE,1/2 CTW RD HALO W/BEADS END RG 1/3 CTW RD CTR,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R982510KY-AA.jpg,3,,,TRUE,SUMIT
R984014KW-DF,RING,3/4 CTW 3 STNS ENG RING,0.7346,14KT,6.95,506.87,52,HII2,0.7346,0,0,,W,7,LADIES,ENGAGEMENT,,FALSE,3/4 CTW 3 STNS ENG RING,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R984014KW-DF.jpg,12,b833c7cc9a939e12,b833c7cc9a939e12,FALSE,SUMIT
R985410KW-20,RING,QUOTE: 1/2 CTW 3 ROW WED BAND,0.5016,10KT,4.67,194.73,57,I I2,0.5016,0,0,,W,7,LADIES,WEDDING,,FALSE,QUOTE: 1/2 CTW 3 ROW WED BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R985410KW-20.jpg,2,,,TRUE,SUMIT
R9857SSCZ,RING,1 CTW RD/BAG WED BAND,1.0002,SILV,3.55,4.33,39,,1.0002,0,0,ROUND,W,7,LADIES,WEDDING,,FALSE,1 CTW RD/BAG WED BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9857SSCZ.jpg,1,,,TRUE,SUMIT
R985810KW-JC,RING,1 CTW RD/BAG WED BAND,1,10KT,4.33,219.27,31,IJI3,1,0,0,ROUND,W,7,LADIES,WEDDING,,FALSE,1 CTW RD/BAG WED BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R985810KW-JC.jpg,3,,,TRUE,SUMIT
R985910KW-JC,RING,1 CTW RD/ BAG WED BAND,1.0007,10KT,3.33,168.63,33,,1.0007,0,0,ROUND,W,7,LADIES,WEDDING,,FALSE,1 CTW RD/ BAG WED BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R985910KW-JC.jpg,1,,,TRUE,SUMIT
R986010KW-JC,RING,1/2 CTW 3 ROWS RD/BAG WED BAND,0.4996,10KT,4.16,214.57,31,,0.4996,0,0,ROUND,W,7,LADIES,WEDDING,,FALSE,1/2 CTW 3 ROWS RD/BAG WED BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R986010KW-JC.jpg,1,,,TRUE,SUMIT
R986214KY-SB,RING,1 CTW RD/BAG BOW SHP FASH BAND,1.003,14KT,5.95,429.65,88,,1.003,0,0,ROUND,Y,7,LADIES,FASHION,,FALSE,1 CTW RD/BAG BOW SHP FASH BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R986214KY-SB.jpg,4,,,TRUE,SUMIT
R9863SSPVCZ,RING,1/3 CTW TWIST WED BAND,0.33,SILV,1.75,2.14,10,,0.33,0,0,,PV,7,LADIES,WEDDING,,FALSE,1/3 CTW TWIST WED BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R9863SSPVCZ.jpg,2,,,TRUE,SUMIT
R993010KW-AA-S,RING,1/4 CTW RD/BAG FASH BAND,0.2515,10KT,3.21,183.97,15,IJI3,0.2515,0,0,ROUND,W,7,LADIES,FASHION,,FALSE,1/4 CTW RD/BAG FASH BAND,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R993010KW-AA-S.jpg,2,,,TRUE,SUMIT
R993110KW-AA,RING,1/4 CTW RD/BAG FASH BAND,0.2534,10KT,3.11,178.23,27,JI3,0.2534,0,0,ROUND,W,7,LADIES,FASHION,,FALSE,1/4 CTW RD/BAG FASH BAND,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R993110KW-AA.jpg,1,,rings/R993110KW-AA.jpg,FALSE,SUMIT
R993314KW-DF,RING,1/4 CTW LINKS FASH RG,0.25,14KT,3.99,320.12,50,HII112,0.25,0,0,,W,7,LADIES,FASHION,,FALSE,1/4 CTW LINKS FASH RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R993314KW-DF.jpg,2,,rings/R993314KW-DF.jpg,FALSE,SUMIT
R997610KW-56,RING,1 CTW 3 ROW BYPASS FASH RG,1.003,10KT,6.6,334.22,110,,1.003,0,0,,W,7,LADIES,FASHION,,FALSE,1 CTW 3 ROW BYPASS FASH RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R997610KW-56.jpg,9,e661999bcc6c3133,e661999bcc6c3133,FALSE,SUMIT
R9977SSYV-AA,RING,1 CTW 9 ROW RD/BAG FASH RG,1.0047,SILV,5.94,8.26,197,K I2,1.0047,0,0,ROUND,YV,7,LADIES,FASHION,,FALSE,1 CTW 9 ROW RD/BAG FASH RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9977SSYV-AA.jpg,3,,rings/R9977SSYV-AA.jpg,FALSE,SUMIT
R9979SS-AA-S,RING,1/5 CTW HEARTS IN OUR HANDS FASH RG,0.195,SILV,3.46,4.39,3,,0.195,0,0,,W,0,LADIES,FASHION,,FALSE,1/5 CTW HEARTS IN OUR HANDS FASH RG,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/R9979SS-AA-S.jpg,1,,rings/R9979SS-AA-S.jpg,FALSE,SUMIT
R999714KW-ZA,RING,2 CTW CLSTER HALO ENG RG W/INSERT VC,2.0018,14KT,7.55,473.99,58,I I2,2.0018,0,0,,W,7,LADIES,ENGAGEMENT,,FALSE,2 CTW CLSTER HALO ENG RG W/INSERT VC,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/R999714KW-ZA.jpg,12,,,TRUE,SUMIT
RR001210KWS,RING,1CTW DIA/SAPP CLUSTER 3 STONE BRI,0.995,10KT,3.47,198.87,35,,0.995,4,1.12,,W,0,LADIES,,,FALSE,1CTW DIA/SAPP CLUSTER 3 STONE BRI,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR001210KWS.jpg,3,,rings/RR001210KWS.jpg,FALSE,SUMIT
RR0014SSPV,RING,.25CTW TT PK/WHT 3 SHAPE BEZEL CLSTR RIN,0.28,SILV,0,0,28,,0.28,0,,,,0,LADIES,,,FALSE,.25CTW TT PK/WHT 3 SHAPE BEZEL CLSTR RIN,,,Bezel,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0014SSPV.jpg,1,,rings/RR0014SSPV.jpg,FALSE,SUMIT
RR0016SS,RING,.35CTW SS BL/BLU/WHT DIA STACK RING,0.351,SILV,7.86,9.98,39,,0.351,0,0,,W,0,LADIES,,,FALSE,.35CTW SS BL/BLU/WHT DIA STACK RING,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0016SS.jpg,1,,rings/RR0016SS.jpg,FALSE,SUMIT
RR0017SS-KO-S,RING,.33CTW SS/3 STACK RING BLACK/WHITE,0.33,SILV,6.17,7.84,28,,0.33,0,0,,W,0,LADIES,,,FALSE,.33CTW SS/3 STACK RING BLACK/WHITE,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0017SS-KO-S.jpg,1,,rings/RR0017SS-KO-S.jpg,FALSE,SUMIT
RR0018SS,RING,.15CTW 4 STACK BLU/BLK DIA RING,0.15,SILV,0,0,20,BU,0.15,0,,,,0,LADIES,,,FALSE,.15CTW 4 STACK BLU/BLK DIA RING,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0018SS.jpg,1,,rings/RR0018SS.jpg,FALSE,SUMIT
RR0020SS,RING,.51CTW 3 STACK BEZEL SS BLU/WHT RING,0.39,SILV,6.37,8.09,39,,0.39,0,0,,W,0,LADIES,,,FALSE,.51CTW 3 STACK BEZEL SS BLU/WHT RING,,,Bezel,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0020SS.jpg,1,,rings/RR0020SS.jpg,FALSE,SUMIT
RR0021SS,RING,.51CTW 3 STACK SS BLACK/WHT DIA TWIST,0.507,SILV,8.08,10.26,78,,0.507,0,0,,W,0,LADIES,,,FALSE,.51CTW 3 STACK SS BLACK/WHT DIA TWIST,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0021SS.jpg,1,,rings/RR0021SS.jpg,FALSE,SUMIT
RR0026SS,RING,.20CTW AMEY/WHT DIA 3 STACK RING,0.21,SILV,0,0,42,,0.21,0,0,,,0,LADIES,,,FALSE,.20CTW AMEY/WHT DIA 3 STACK RING,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0026SS.jpg,1,,rings/RR0026SS.jpg,FALSE,SUMIT
RR003710KW-T,RING,.25CTW TANZ AND DIA BAND,0.25,10KT,1.81,173.34,50,,0.25,0,1.2,,W,0,LADIES,,,FALSE,.25CTW TANZ AND DIA BAND,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR003710KW-T.jpg,2,,rings/RR003710KW-T.jpg,FALSE,SUMIT
RR0064SS10P,RING,.05CTW FLOWER PROMISE RING,0.05,GOSI,2.57,6.57,1,,0.05,0,0,,PW,7,LADIES,,,FALSE,.05CTW FLOWER PROMISE RING,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/RR0064SS10P.jpg,2,,,TRUE,SUMIT
RR006610TT,RING,1/4 CTW FLOWER SWIRL PROMISE RING,0.259,10KT,3.09,189.97,21,,0.259,0,0,,PW,7,LADIES,,,FALSE,1/4 CTW FLOWER SWIRL PROMISE RING,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR006610TT.jpg,3,,rings/RR006610TT.jpg,FALSE,SUMIT
RR006710TT,RING,1/3CTW 3 STONE PROMISE RING,0.328,10KT,2.79,145.36,27,,0.328,0,0,,T,7,LADIES,,,FALSE,1/3CTW 3 STONE PROMISE RING,,,,,,,https://aneri-image-tagging.s3.amazonaws.com/final_whitebg_renamed/rings/RR006710TT.jpg,2,,,TRUE,SUMIT
RR0083SS,RING,1.02CTW BLU/WHT DIA PAVE ANIMAL PRING OV,1.0155,SILV,7.75,9.84,177,,1.0155,0,0,,W,0,LADIES,,,FALSE,1.02CTW BLU/WHT DIA PAVE ANIMAL PRING OV,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0083SS.jpg,1,,rings/RR0083SS.jpg,FALSE,SUMIT
RR0147SSPV,RING,.08CTW MP ROUND DIA RING,0.08,SILV,3.04,3.86,15,,0.08,0,0,ROUND,PW,0,LADIES,,,FALSE,.08CTW MP ROUND DIA RING,,,,,,,https://aneri-jewels-clean-images.s3.amazonaws.com/final_clean/rings/RR0147SSPV.jpg,2,b931e2c49ac3cf0e,b931e2c49ac3cf0e,FALSE,SUMIT
